id,Strength
5407,47.81209809595044
5408,19.64292946312769
5409,35.30907043704446
5410,48.9330076146433
5411,33.5116071058133
5412,39.51582160930618
5413,33.3843460418433
5414,22.851977043991155
5415,43.42833479759691
5416,38.56869609783448
5417,43.26976785058184
5418,56.08581777071998
5419,44.65656116012774
5420,48.65333231865847
5421,33.5217725501462
5422,24.531535285475467
5423,49.82430610607286
5424,48.010170610738946
5425,41.665580822523985
5426,52.89319378532858
5427,15.462438698172742
5428,18.22514104643238
5429,16.649037710562308
5430,26.58052410052239
5431,19.9162779658219
5432,48.435160413467656
5433,17.864271559976054
5434,48.98277668247974
5435,42.14938450626524
5436,36.813902817674
5437,42.305571017681295
5438,30.909891172966383
5439,48.058367397838296
5440,35.99157877318119
5441,18.23153201454318
5442,40.28991345802612
5443,35.91173852955608
5444,36.49094378281211
5445,19.359407378335376
5446,42.736078752668305
5447,41.29194579124342
5448,17.69097974436015
5449,50.39121457937857
5450,43.373306458587905
5451,50.960946687657646
5452,23.71876205575876
5453,34.96767678939137
5454,35.69541167599701
5455,43.51090374366458
5456,35.326601217804786
5457,20.088172378449265
5458,35.989198883609674
5459,27.773550757330696
5460,32.787668086763986
5461,26.037968512524976
5462,23.748270747626766
5463,39.383204678034794
5464,36.62388340539002
5465,48.36500616412049
5466,43.95038133089057
5467,43.48797311516283
5468,14.832796672326968
5469,36.83657162570035
5470,15.671666773280009
5471,34.48144536102172
5472,30.672753395564197
5473,25.677062727981173
5474,46.02210892856297
5475,18.728915797106232
5476,50.437585170008134
5477,45.09307104900222
5478,38.74445218600964
5479,21.968060780436254
5480,39.848607743590975
5481,39.841739638093166
5482,37.260714921587734
5483,35.914793007446214
5484,42.841925969049235
5485,46.41423229219037
5486,50.318556874698544
5487,44.04120242025903
5488,41.346937454551515
5489,48.54897022228616
5490,43.27203183798919
5491,16.828578669672194
5492,49.39893397460254
5493,34.90150738366603
5494,42.23799640095848
5495,25.19533101424198
5496,40.83544218187329
5497,40.257753100448774
5498,41.59193991261858
5499,49.64774423610082
5500,37.686451403911576
5501,26.66382526631272
5502,40.69903977145697
5503,17.443601808601176
5504,53.113062123949
5505,36.691263771441626
5506,42.69652145374713
5507,45.01141031333114
5508,35.81718520799406
5509,41.2984118321846
5510,47.924326653044346
5511,42.51186701138204
5512,19.469279070681917
5513,50.10551744783096
5514,14.176948170331602
5515,40.19379764680501
5516,50.39708248860324
5517,37.50859111842839
5518,43.482027820009776
5519,19.718870859566053
5520,48.43637700795715
5521,40.58261882475552
5522,34.042229257900715
5523,41.53695085743138
5524,14.196322392621575
5525,32.26872391108521
5526,13.827736495246572
5527,35.67782709680804
5528,29.046043381333618
5529,49.91590052494376
5530,43.2510935905005
5531,48.960124967695016
5532,56.354128824487404
5533,27.551145001085338
5534,48.01000860350477
5535,12.38066667861632
5536,50.98558109052191
5537,15.648271399661294
5538,42.46107917373879
5539,18.102038920539343
5540,22.66794713412166
5541,42.86799629853286
5542,20.5084962173297
5543,57.12916708611762
5544,19.532131825924246
5545,35.958401678671784
5546,45.59484302744147
5547,28.662842050423443
5548,30.77934745908673
5549,28.948590123380328
5550,34.39858501039676
5551,35.19686747349001
5552,15.683939085056775
5553,36.26996054810257
5554,15.586149250182235
5555,48.49943209654404
5556,36.62515529962903
5557,42.73761332071754
5558,19.905135012666136
5559,50.811289114615334
5560,18.37840373267365
5561,35.197005722863814
5562,48.30821264224669
5563,36.815658584721334
5564,41.599585700631465
5565,43.98309792625264
5566,35.19918805296645
5567,28.607198961580977
5568,47.880434534868115
5569,47.93056952175539
5570,33.63341464963226
5571,15.758999168446275
5572,20.07507707174381
5573,35.99383678031293
5574,37.50941682990043
5575,15.610646351909981
5576,34.98973643973594
5577,38.533919941250296
5578,35.9712731314486
5579,41.52060801749563
5580,35.83071683887344
5581,41.29379833285242
5582,26.350775053352393
5583,41.52066331724515
5584,41.82975849615428
5585,49.98322876609592
5586,20.224836113137226
5587,44.12490780379049
5588,19.06848291182487
5589,18.75079114342377
5590,42.162533769019404
5591,52.96266280537569
5592,41.804479704896934
5593,41.26999751675611
5594,41.293978057038366
5595,39.88994408275608
5596,52.71682203365818
5597,34.824825595618606
5598,42.92714800738621
5599,19.048466747157722
5600,15.587186411451096
5601,41.97098486951331
5602,43.523216920598635
5603,37.13196811218133
5604,34.12371356266742
5605,18.04822845272968
5606,36.49318342266776
5607,34.44698706594907
5608,49.44823268230175
5609,36.03248163014441
5610,35.568262345145385
5611,35.62973172996199
5612,41.88239630566672
5613,19.42540303522583
5614,34.44871470497055
5615,36.61318145352498
5616,18.510014516530422
5617,41.41963895388301
5618,23.199348739050222
5619,19.539347328225013
5620,48.455543166627244
5621,26.219488149918952
5622,46.347537571121165
5623,19.500032927520643
5624,16.09037931234957
5625,34.90333227540027
5626,37.70340176372502
5627,52.96841244989512
5628,26.816179277980606
5629,43.08895552608115
5630,42.06906534124362
5631,57.0153361699368
5632,40.54926546587363
5633,37.432623540782714
5634,26.49981744395503
5635,17.16939661290435
5636,20.07596186773617
5637,35.27689363729442
5638,37.91932314822539
5639,39.64901414971851
5640,39.87086542514871
5641,18.751510040167556
5642,41.89680694884935
5643,19.13886300136463
5644,46.532099972470036
5645,48.44374608847838
5646,24.34044050671303
5647,40.19562253853925
5648,26.024798900665104
5649,36.6843779622491
5650,42.88332850788978
5651,38.32132982136885
5652,46.506908924305435
5653,37.43290003953033
5654,55.175689276865235
5655,35.31035119725964
5656,19.99499228825812
5657,45.02698753121412
5658,23.472934380693893
5659,19.530991597678508
5660,42.06680478608702
5661,42.52845565978828
5662,47.7031184795337
5663,36.38745573928022
5664,48.980667786938405
5665,48.43838162387733
5666,27.028685213343785
5667,13.996155899382803
5668,35.32061790821629
5669,19.90638660895062
5670,19.032803784842326
5671,35.82124029650486
5672,45.66608834546677
5673,15.685611902479824
5674,15.364090446737283
5675,19.796220169101037
5676,44.66011416903454
5677,42.844594181963686
5678,49.40150541295533
5679,18.572004146524137
5680,42.077433467954855
5681,34.41138676162934
5682,42.712758762916735
5683,38.247831724443145
5684,61.05927227900128
5685,41.27344894962577
5686,36.183591675379645
5687,42.3743337459416
5688,45.61036279382752
5689,48.24207858678757
5690,43.23999214726953
5691,46.50706585488752
5692,48.89238276257274
5693,44.66034919297002
5694,23.218352828721308
5695,35.242008152432014
5696,42.804958614744535
5697,33.64386604804126
5698,48.16824538244459
5699,52.870115201399784
5700,34.84525475485954
5701,26.824360052826517
5702,36.007568215448494
5703,18.049583296592978
5704,27.071738593560802
5705,47.771894622826125
5706,60.68314632738583
5707,52.97395273282117
5708,42.16322510094275
5709,46.12031048387252
5710,40.08694690556874
5711,27.38741040864765
5712,27.135754910161225
5713,48.4390452208716
5714,55.67267647120357
5715,22.75206589055486
5716,26.126835732988773
5717,34.5402840171863
5718,35.99407645724236
5719,35.57480898809222
5720,46.377942961439004
5721,51.00569156676131
5722,15.440774381389486
5723,46.70921982468382
5724,35.36585844115298
5725,35.94365511242665
5726,15.433918528816342
5727,47.15176467577172
5728,16.754315408735028
5729,41.52268175810271
5730,44.01689071120735
5731,48.82855158748086
5732,19.882887731163947
5733,40.794111886339614
5734,40.52028372561926
5735,26.0353623043744
5736,42.37501116787325
5737,18.520359492272014
5738,46.037836390154936
5739,50.33955378874418
5740,32.80991262938899
5741,26.031151253058475
5742,41.228150234243735
5743,26.90473522293927
5744,20.138033825384852
5745,44.66106808971381
5746,35.469103778623946
5747,46.017330334520906
5748,38.927632689043264
5749,40.05730721351487
5750,36.70581869136177
5751,24.888944082335733
5752,36.73091390641138
5753,27.42132397462303
5754,14.137204862152615
5755,57.81903045189361
5756,39.852423426308015
5757,43.51507887475351
5758,29.00327038569814
5759,33.32208742366402
5760,19.07086080105433
5761,37.861877284534714
5762,22.79416324993509
5763,19.63820131063371
5764,50.393027053936876
5765,15.686883796718838
5766,19.616660288061833
5767,28.91485487510724
5768,18.889282948843984
5769,44.34500839655664
5770,40.719362691249536
5771,17.277371703587175
5772,43.510420954053785
5773,15.755748826849231
5774,41.12186873033956
5775,40.55124243191906
5776,34.918407006599246
5777,44.93546242387314
5778,19.654703184403957
5779,44.376189807608206
5780,42.81069440079288
5781,15.444730089176733
5782,46.834783226817294
5783,40.05918170591014
5784,36.03987709490352
5785,48.24340578077611
5786,20.494867116821027
5787,43.25464659940731
5788,35.23365946026024
5789,47.76800742166855
5790,13.660734890590994
5791,19.667222816720656
5792,26.68736759356087
5793,15.687270894965494
5794,41.50839654271706
5795,44.66175933658283
5796,46.83497677594062
5797,43.13482877106033
5798,47.27076609709988
5799,19.74785803461399
5800,26.35394976327194
5801,24.83734159959714
5802,46.92184817757368
5803,45.64387937748151
5804,41.52371862840626
5805,37.98251322772706
5806,20.078312107090866
5807,38.628515936679406
5808,57.842530732130044
5809,34.92091364069819
5810,26.825866971001
5811,33.851027418208886
5812,45.12223060128673
5813,49.70314919635067
5814,35.46605563536078
5815,33.645497390652174
5816,42.846515848259585
5817,46.15329817098289
5818,19.66759609002993
5819,42.936063528157284
5820,41.899267787703096
5821,34.70584653206701
5822,34.6024590015457
5823,35.8581105204159
5824,35.68548650594206
5825,47.098283020312444
5826,27.864851521565193
