id,Strength
5407,49.05194486521751
5408,18.981774875695024
5409,34.24527758493268
5410,52.86560841866185
5411,32.78178694343167
5412,41.63557025424932
5413,32.885464969411686
5414,24.114929398790306
5415,47.54993542498474
5416,37.732846421994154
5417,43.949041229957366
5418,59.75983051824157
5419,44.49955571317784
5420,49.58877006237438
5421,32.83887828424332
5422,25.123424948476305
5423,51.173188995959954
5424,47.847123222157435
5425,41.24519099150633
5426,54.23461862199107
5427,15.134840803666219
5428,17.898304805144434
5429,16.56430832666144
5430,27.64017213265706
5431,18.836678454169427
5432,49.68713333608001
5433,16.854587126610284
5434,52.08810943206673
5435,45.5846696171444
5436,38.52769563788026
5437,44.222933087486894
5438,33.31295671618709
5439,49.826657164026734
5440,35.57534268098381
5441,17.31307345283457
5442,41.30526135507109
5443,37.171031263336324
5444,38.27328812407715
5445,20.083797633545114
5446,43.491657477883194
5447,41.70298595434816
5448,17.66945867761111
5449,49.498439358895965
5450,44.36952072440972
5451,52.612229300398916
5452,23.88820890255847
5453,33.999694761693874
5454,34.75913225745081
5455,43.54203156056293
5456,32.49272228687846
5457,19.280946405685544
5458,37.34671580927852
5459,27.366651344597066
5460,32.18589596906964
5461,25.89299474998957
5462,24.273139296553023
5463,40.56196718016142
5464,36.54327216614636
5465,51.431837519428036
5466,43.37179344165878
5467,43.927452955717996
5468,14.783966086185796
5469,37.47830629656839
5470,14.833674812922634
5471,34.24110422584343
5472,29.889148629830014
5473,25.601646472460132
5474,46.07225025441891
5475,18.322629084315107
5476,51.71184528128366
5477,45.56128815040056
5478,41.37284143639876
5479,23.07383043165226
5480,40.141810778229654
5481,41.33241089086523
5482,38.29602899552992
5483,37.369647037473165
5484,43.27912622179535
5485,46.255598932972575
5486,50.88193874281264
5487,45.26179907939503
5488,42.03423781308989
5489,48.361278784728626
5490,46.07876672942749
5491,17.267335741971173
5492,52.05143709997028
5493,35.18708222968111
5494,43.859211283952774
5495,25.184161641712656
5496,43.05979643093163
5497,38.45144698417592
5498,39.60870752035217
5499,51.9420573817749
5500,39.35164298041966
5501,26.618169221003935
5502,41.17494459325902
5503,19.04993465532478
5504,55.709657911181665
5505,33.9448481145133
5506,44.47405297685569
5507,47.670183786931034
5508,36.252949483167505
5509,42.51945025602731
5510,47.98948281991585
5511,41.82559179323867
5512,19.46723801593996
5513,52.1918842516506
5514,14.508176678329672
5515,39.49715515591478
5516,49.50431258445529
5517,36.84128589127201
5518,43.691357270725355
5519,18.83727693705554
5520,49.68844017195412
5521,41.844496617911304
5522,35.84691288204823
5523,41.50041956465801
5524,14.517793713597506
5525,31.5517329102533
5526,12.438346358427086
5527,35.867572226057746
5528,28.69485684477764
5529,51.93544250831884
5530,43.228600446490915
5531,49.993506693803674
5532,57.36326271181825
5533,27.09372685474859
5534,51.62352467564928
5535,12.718726794050536
5536,52.45344408126856
5537,14.60054137800697
5538,43.438343572153286
